label	ID1	ID2
-1	P06276	A0A0H2W1A6
-1	Q5VZB9	Q0WJ22
-1	Q52LJ0	Q7CK99
-1	Q14654	A0A0H2W622
-1	O94811	Q7CKX9
-1	P40938	Q7CKM3
-1	Q15906	Q9RI25
-1	Q9HCS7	A0A154SEW9
-1	Q96RP7	A0A151PLQ4
-1	Q8N508	A0A0H2W670
-1	Q5TB30	Q8CKT3
-1	Q9Y3P9	Q0WAX1
-1	P13984	A0A0H2W607
-1	Q9NXJ0	Q9RID5
-1	Q8WVV5	Q8ZH34
-1	Q99750	Q8D0J7
-1	Q9HB31	A0A154RW92
-1	O75771	A0A154RX47
-1	Q14739	A0A0H2W815
-1	P11597	Q8ZEY0
-1	Q9BY43	Q8D1A8
-1	Q96LJ8	Q65AJ6
-1	P00480	Q7CFR4
-1	O60513	Q8CLM1
-1	Q860B5	Q7CJE9
-1	P78549	A0A154MEX6
-1	Q86VS3	Q0WCC0
-1	P01614	A0A154RZW5
-1	O14718	Q7CI94
-1	O95445	Q0WIC3
-1	Q9H469	Q8CZI5
-1	O95259	A0A151CVG2
-1	Q86VZ1	Q0WFS0
-1	Q6IAN1	Q7CKT8
-1	B0B1U2	Q9S649
-1	Q8N807	Q8ZBI0
-1	Q6P9G9	A0A154SV98
-1	Q8TB36	Q7CJW7
-1	Q86TQ8	A0A0H2W4U4
-1	Q9BT43	Q0WJY8
-1	Q8IX29	Q7CJE4
-1	O96005	A0A154SM61
-1	Q7Z4Q2	A0A154M7Y1
-1	Q9NR34	Q8CKM6
-1	Q8IYM1	A0A151CVG2
-1	O15527	A0A1U8QMS9
-1	Q8NFH4	A0A154M8E2
-1	Q9BX66	A0A0H2W338
-1	P16157	A0A154SEG1
-1	Q32NB8	Q8ZIN3
-1	Q9ULL5	A0A154T756
-1	Q5H9F3	A0A154RPN6
-1	Q9Y4D1	Q8CLR6
-1	Q6IB98	A0A0H2W4G4
-1	Q9UM63	A0A0H2W168
-1	Q9BY71	A0A154RK61
-1	P19075	A0A154LTR4
-1	Q96IY4	A0A0H2W8E1
-1	O95070	Q0WDR3
-1	Q8N7E2	Q7CHG5
-1	P14679	A0A151PLU3
-1	Q8NFT6	Q65AK3
-1	P52954	Q8CLV0
-1	P16885	Q0WAJ7
-1	Q969L2	Q8CZZ4
-1	Q96S95	A0A0H2W858
-1	Q9BTE0	A0A0H2W2N0
-1	Q8NA23	A0A151PM55
-1	Q96CH1	Q7CGF0
-1	O60488	A0A154SSD4
-1	P05164	Q8CZG3
-1	Q7Z3H0	Q8D0V1
-1	P08574	Q8D0W4
-1	P13693	Q0WCP0
-1	Q9NWS0	Q8CK80
-1	Q53FA7	Q7CJ33
-1	Q9Y3V2	Q7CJA5
-1	P00995	Q0WEU1
-1	O95789	Q7CG51
-1	Q6IMN6	Q0WK20
-1	Q92805	A0A154MJ20
-1	A6NCC3	Q0WKR5
-1	P50443	Q0W9X6
-1	Q16401	Q65AL6
-1	P26373	A0A154SNE7
-1	Q17R89	Q7CI41
-1	Q9Y508	Q9RI19
-1	P56134	Q7CJL2
-1	P36941	Q56987
-1	Q5TBA9	Q7CJB3
-1	Q86XR8	Q7CH27
-1	Q92966	A0A154SSZ8
-1	Q9NRY2	A0A151PRS5
-1	Q7Z5P4	A0A0K1H0I9
-1	Q99497	Q8D1Q3
-1	O00178	Q8D0J5
-1	Q9NY97	Q8D075
-1	Q15910	Q8ZCK2
-1	Q92485	Q7CGM0
-1	Q5TI25	Q8CKD9
-1	Q9Y620	Q8ZHG3
-1	Q5T5C0	Q0WB51
-1	Q9H3S1	Q8CK80
-1	Q8WYE3	A0A151PPU4
-1	A6NHX0	A0A0H2W905
-1	Q9Y5L0	Q8CKD1
-1	Q9NYU1	Q0WCL2
-1	Q96QA6	Q0WBH0
-1	Q9NR23	Q8ZIK6
-1	Q8N1V2	Q8CL16
-1	Q9NXW1	Q0WG41
-1	Q96LW4	Q0WKF3
-1	Q9UPB4	Q0WC68
-1	Q15003	A0A0H2W5Y8
-1	P06746	Q8ZD97
-1	P02671	A0A154SV98
-1	Q7L266	Q8ZIQ1
-1	Q9NX78	Q8ZB72
-1	P08637	A0A151PRQ0
-1	Q92785	Q8D075
-1	Q6X9E4	A0A154M4U8
-1	P18850	Q0WAH4
-1	Q5JS37	A0A151PN23
-1	Q9NPA0	Q0WHA0
-1	Q6NVY1	Q7CKK1
-1	Q9BWT1	Q8CL16
-1	Q16798	A0A0H2W4U3
-1	Q5HYF7	Q0WID2
-1	Q6IAN0	A0A0H2W745
-1	Q9NP84	A0A0H2W6V0
-1	P48169	Q8D0A1
-1	Q7L3T8	Q8ZHF1
-1	Q8ND30	A0A0H2W266
-1	O15067	Q0WAQ5
-1	O14717	Q0WFX2
-1	Q9HAA0	A0A154M7D2
-1	Q8NFR9	Q8CKC2
-1	P45880	A0A154M6K4
-1	Q6ZS81	Q0WG43
-1	P08133	Q0WK19
-1	P62314	Q7CIX4
-1	Q9BQ70	Q7CHA4
-1	Q9Y6M1	Q0WB40
-1	Q9Y2H6	Q8CLJ8
-1	Q9Y3B2	Q7CIE9
-1	Q9UNX3	A1Z210
-1	P54802	Q8CKP8
-1	Q9Y260	Q74Q99
-1	P16435	Q7CI96
-1	P57086	Q74RR7
-1	Q96BP3	A0A0H2W306
-1	O75023	Q8ZAX8
-1	Q99571	Q0WIS2
-1	P10176	Q8CLC6
-1	Q9UGB7	Q0WH34
-1	O15287	Q0WC17
-1	Q9UHV5	Q8D0P7
-1	Q9NZB2	Q65AJ6
-1	Q494R4	A0A0H2W3M0
-1	Q9H7R8	Q8CKA1
-1	Q86V88	Q0WFG3
-1	Q9BZJ6	Q0WI77
-1	P01730	Q7CJ61
-1	Q00266	A0A0H2W1C0
-1	Q8N7K0	A0A154LR47
-1	O75469	Q8D173
-1	Q86U72	A0A0H2W389
-1	P35221	Q8D0F1
-1	Q96SD1	A0A154SPT4
-1	O15211	A0A154RPL3
-1	Q499L9	A0A154T7J5
-1	P59923	A0A154T1E4
-1	Q5TFQ8	Q8CZL3
-1	O00212	Q8CL00
-1	Q8N1L9	Q65AP3
-1	P58511	A0A0H2W024
-1	Q6P3U7	Q8ZEY1
-1	Q15771	A0A154LS67
-1	Q86Y22	Q8D144
-1	Q00536	A0A0H2W716
-1	P50579	Q7CL13
-1	Q96GY0	A0A0H2W5Y8
-1	O15264	Q0WGD1
-1	Q9Y2B9	A0A0H2W0A5
-1	P42224	A0A154S8A0
-1	Q10713	Q8CZJ1
-1	P30988	A0A1U8QRQ2
-1	Q9ULE3	A0A151D2W8
-1	A4D0P7	Q8CKA2
-1	O00623	P58719
-1	P49356	A0A0H2W475
-1	Q9H4S2	A0A151PM46
-1	A6NEK1	A0A151PM97
-1	Q8WUX9	Q0WFG2
-1	Q8NDX5	A0A151PP88
-1	Q8WZ60	Q65AL6
-1	Q08188	A0A154S3R5
-1	P31350	A0A154MU55
-1	Q9Y324	A0A0H2W0U8
-1	A2IXV5	A0A154SYC1
-1	Q8WXX0	Q7CHY1
-1	Q6ZU15	A0A0H2W622
-1	O95602	Q8CLU5
-1	P20333	Q8CLT1
-1	Q5XX13	Q7CGS6
-1	Q14784	Q0WFU6
-1	P18428	Q7CGR7
-1	Q5M7Z0	A0A0H2W516
-1	Q8TAB3	A0A154RNJ5
-1	Q9UQ07	Q8ZEF0
-1	B4DRS6	A0A0H2W3K9
-1	Q86V40	A0A151PL16
-1	Q8TBG4	Q7CJP8
-1	P05090	Q0WH13
-1	Q8TD98	Q65AQ1
-1	Q9Y3A0	Q8CWG7
-1	Q96ES7	Q7CLE0
-1	Q5T7V8	Q7CGA1
-1	Q3LI72	Q0WCL4
-1	Q8IZQ1	A0A151DBT4
-1	Q8IUR7	A0A154SGD7
-1	Q9H6D7	Q7CL01
-1	Q92908	A0A0H2W662
-1	Q9Y5K5	A0A154LT98
-1	P08138	A0A154T4G7
-1	P01569	A0A0H2W998
-1	Q9H0U6	A0A154LRS5
-1	Q8NE09	A1Z210
-1	P55072	Q8ZJL7
-1	Q8WWR8	A0A154T7A9
-1	Q14410	Q74Y77
-1	Q9Y228	A0A0H2W9F3
-1	Q96PV7	Q0WBX6
-1	Q8WVQ1	Q0WG40
-1	Q53FE4	A0A0H2W4H0
-1	P0CI00	A0A151PLS1
-1	Q86W34	Q9RIC5
-1	Q92841	Q8ZIX0
-1	Q8NCN4	A0A0H2W684
-1	P19622	Q8D1P3
-1	Q9H871	A0A0H2W6E8
-1	B4DJY2	Q74YL9
-1	Q9NP72	A0A151PM73
-1	Q9NYZ4	Q7CGC6
-1	Q9H0E2	Q8D1J4
-1	P10588	A0A154S3S6
-1	Q9P2D1	Q7CJF7
-1	Q8IYM1	Q7CKJ9
-1	O15255	Q7CJ11
-1	P60059	A0A0H2W740
-1	P00995	Q7CH91
-1	O43586	A0A0H2W2I4
-1	Q03468	Q0WAT7
-1	Q8WWN8	A0A0H2W1I8
-1	Q08629	Q8CLT5
-1	Q9BYB0	Q8ZFX6
-1	Q9NZC3	Q7CGJ4
-1	Q7L0Y3	E7E5B2
-1	Q9UD71	Q8CKV3
-1	O95721	Q7CGQ3
-1	P04899	Q8ZHH8
-1	Q6AW86	Q7CKX2
-1	P57735	Q0WAM8
-1	O95424	Q8D1P8
-1	Q96PC5	Q8D0A8
-1	Q9BXA6	Q7CK79
-1	Q9NP55	Q7CGS9
-1	P29460	Q0WIR0
-1	Q14328	A0A1U8QHQ4
-1	Q9UHJ3	A0A151PMG2
-1	Q9ULQ1	Q7CI94
-1	Q9NUL7	A0A154MA27
-1	Q99500	Q0WJ46
-1	P53539	A0A0H2W362
-1	Q9HCE9	A0A154T2X8
-1	Q9BYN8	Q0WJA5
-1	Q99966	Q7CIW1
-1	Q5T8J1	A0A154SNE7
-1	Q9UQ10	Q7CJF4
-1	Q11203	Q0WGV5
-1	Q6P2M8	Q0WCT8
-1	Q96S06	Q7CKX1
-1	P55347	Q8ZAR7
-1	Q9Y662	A0A154MEX6
-1	Q15853	Q0W9X0
-1	Q14191	A0A151PKJ7
-1	P06454	Q8ZIE7
-1	O60934	Q8CLU7
-1	Q96KB5	Q0WDY5
-1	Q01629	A0A0H2W802
-1	Q99497	Q8CWH9
-1	Q96PX9	A0A154T0W5
-1	Q9BSR8	Q7ARA4
-1	Q96LM8	Q8D1S7
-1	Q92970	Q8ZDJ8
-1	Q16589	Q8ZB75
-1	Q86Y38	P68587
-1	P35219	Q74PB5
-1	Q14566	Q8ZA34
-1	Q96M83	Q8ZA86
-1	Q9UHG3	Q7CGL3
-1	P24534	A0A151PLQ4
-1	Q8WYE2	Q7CH87
-1	P06400	A0A154T7G5
-1	Q7Z3E4	Q7CGU6
-1	Q8IXL9	A0A0H2W661
-1	P20591	Q0WB14
-1	Q92482	Q9RIC3
-1	P56645	Q7CJ94
-1	Q8IZR5	A0A154RYB6
-1	O14972	A0A0H2W4V4
-1	P0CG48	Q8CKM2
-1	O75376	A0A0H2W8L0
-1	Q7RTY5	Q0WJ58
-1	Q9BV28	Q0WD39
-1	Q8TE12	Q7CK73
-1	O95825	Q0WI95
-1	Q8WUU5	Q8ZIN5
-1	Q96LI6	A0A154T4P7
-1	B4E1J8	A0A0H2W5M4
-1	Q96NU7	A0A151DDI3
-1	O75197	Q6EKM1
-1	P61601	Q8CWH6
-1	Q96RD7	A0A1U8QJZ3
-1	Q9P2E5	Q7CG21
-1	P17600	Q8CLA3
-1	Q9HBW1	A0A151D8W7
-1	O43209	A0A0H2W6C1
-1	Q9UHG2	Q7CIU9
-1	Q8NFY9	A0A154SRV1
-1	Q7KZ85	A0A0H2VZA1
-1	Q8TDL5	A0A0H2W3V6
-1	Q9ULP9	Q8ZFV8
-1	Q70SY1	A0A0H2VZZ7
-1	Q6ZNC8	Q8ZDG1
-1	Q5VZB9	A0A151PME4
-1	O43529	Q74QY2
-1	P20585	Q8CK94
-1	Q6ZRY4	A0A151PM29
-1	Q9P0P0	A5JMZ0
-1	P54920	A0A0H2W1G4
-1	Q8NEG4	Q7CK06
-1	Q02878	P68590
-1	B4DU55	Q0WCQ3
-1	O43448	Q0WIL1
-1	Q8TEJ3	A0A151PSF4
-1	Q13609	Q8ZGG1
-1	Q8N5D0	A1Z214
-1	Q96LJ7	Q0WET2
-1	Q00537	Q8ZI65
-1	Q9P0P0	Q7CHR7
-1	B2RNN3	Q7CIY9
-1	Q8NE01	A0A0H2W761
-1	Q6PCE3	A0A151PL39
-1	Q8NBY1	A0A0H2W5W6
-1	O75293	A0A0H2W3N6
-1	P51580	Q8ZH62
-1	P54849	Q65AJ3
-1	Q9HAT0	A0A0H2W0Y3
-1	Q15628	Q7CJ10
-1	P46020	A0A154M884
-1	Q01064	Q9Z394
-1	P24855	A0A154SM28
-1	Q9H1X3	Q7CJH3
-1	Q9NY93	Q7CHZ3
-1	Q9UHK6	Q0WE04
-1	Q9H2G0	A0A0H2W2D6
-1	P21283	A0A154T7C3
-1	B7ZAQ6	A0A154TD60
-1	Q14247	Q0WA61
-1	Q86TX2	Q0WCW5
-1	Q8TBR0	Q8D0B2
-1	P06133	A0A151DAH9
-1	O95395	Q7CH85
-1	Q9BSM5	A0A151PNH0
-1	Q4G0S1	Q0WF66
-1	P04628	P26926
-1	O43399	Q8ZCB8
-1	Q6ZRI0	Q0WIZ3
-1	Q53HL2	Q0WHW1
-1	P48448	A0A0H2W7C8
-1	Q8WZA9	A0A151PJJ8
-1	Q9Y6E7	A0A0H2W7X3
-1	Q9BZ72	Q0WGW6
-1	P34982	A0A154SCZ7
-1	Q8WVN8	Q8CKV7
-1	Q9Y2S6	Q0WJL8
-1	Q13033	Q0WD54
-1	A4FU69	Q56970
-1	Q96I11	A0A0H2W571
-1	A8KA83	A0A0H2W1J1
-1	Q9NVE5	Q0WGU3
-1	P11766	A0A0H2W3Q7
-1	Q9GZN2	A0A1U8QUW8
-1	O75805	Q8ZFX5
-1	P09211	Q0WA67
-1	Q9Y2U5	Q0WB69
-1	Q9NZB8	Q0WJA5
-1	Q13367	A0A151DB24
-1	Q96PM5	Q8D0S2
-1	Q96I36	Q8CLD0
-1	Q92585	Q8D076
-1	Q86WV6	Q0WGW6
-1	P42167	A0A0H2W2J4
-1	P0CG31	A0A154S8H9
-1	Q96BY9	A0A154RWR7
-1	Q9BYE9	Q8D1C4
-1	Q14512	A0A0H2W306
-1	Q6VUC0	Q8D163
-1	O60513	Q7CHS9
-1	O00334	Q8CZY2
-1	P05543	E7E5B5
-1	Q96DZ1	Q7CKZ6
-1	Q15413	Q8CKZ6
-1	Q9HAV4	Q0WAV9
-1	O95157	Q8ZEB6
-1	Q8IWZ4	Q8CK90
-1	Q92626	A0A0H2W241
-1	Q13506	A0A0H2W7Y0
-1	O15260	Q0WJZ0
-1	P12277	A0A0H2W764
-1	Q9C0I3	A0A154MNH6
-1	B0I1T2	A0A154SA94
-1	Q9NRD8	Q7CKV7
-1	Q9H2W2	A0A0H2W1H4
-1	Q96M95	A0A154M8T8
-1	Q56P42	Q7CL72
-1	Q9H5Y7	Q7CGJ1
-1	Q96SI1	Q0WEP6
-1	Q9P286	A0A154STD0
-1	P24864	Q0WHJ6
-1	Q5TF85	Q7CIQ4
-1	Q8WYH8	A0A0H2W1S6
-1	Q6P5T0	Q7CJ73
-1	O00409	A0A0H2W682
-1	P12544	Q7CIB9
-1	Q9BRY0	Q7CJ84
-1	Q8WWB7	Q8D152
-1	Q8N3S3	A0A0K1H0N4
-1	Q9UJA2	A0A0H2W367
-1	Q9BW66	A0A154SPI4
-1	Q9GZX3	Q8D1P3
-1	Q4F969	A0A0H2W634
-1	O43313	A0A0H2W0L4
-1	Q7Z4R3	A0A0H2W6U2
-1	Q9P0S9	A0A0H2W8N5
-1	O43508	Q7CHW1
-1	Q12767	Q0WFQ8
-1	Q6PIA0	Q8CKD7
-1	Q6NXT1	Q74SP9
-1	Q96D88	A0A151PP36
-1	Q93038	A0A0H2W805
-1	Q9BV29	A0A154SYZ3
-1	Q96M61	Q7CFZ6
-1	Q9NZH7	A0A0H2W7F2
-1	O43822	Q74S63
-1	Q6UXF1	A0A154SVJ4
-1	P01282	Q7CL51
-1	Q6P9F5	Q0WE89
-1	O94830	Q0WKD8
-1	O95157	Q0WJ64
-1	P52788	Q0WDK4
-1	P14621	A0A0H2W7P4
-1	Q4VX76	A0A151PPW6
-1	H3BM14	Q8D150
-1	Q969P0	A0A151PNK0
-1	Q04864	Q7ARD0
-1	Q96CF2	A0A154SK16
-1	Q6PHW0	Q7CGY7
-1	Q8NBX0	A0A0H2W445
-1	Q53QP3	Q0WFI2
-1	Q8NB15	Q8D187
-1	Q5T655	A0A1U8QJA4
-1	P38606	A0A0H2W8G4
-1	Q5TH69	Q8CKQ3
-1	P20815	A0A0H2W2T3
-1	Q9BPW8	A0A0H2W8W0
-1	P51512	Q0WKH4
-1	Q68DE3	Q7CL54
-1	Q9BYJ9	A0A151DAH9
-1	B3KWQ7	Q9RI09
-1	Q8NEG0	A0A1U8QYC3
-1	O60524	A0A154RM25
-1	Q96KA5	Q74PK2
-1	Q9HB20	Q8ZIK3
-1	O15482	Q7CH40
-1	Q8IZL8	A0A154S314
-1	Q8IYN2	Q0WI25
-1	Q4TT70	Q74RA3
-1	P42575	Q0WKQ8
-1	P07384	A1Z214
-1	Q92185	A0A154SLI0
-1	P40123	A0A154RWH9
-1	P49366	Q9S1D8
-1	P55265	A0A0H2W411
-1	P62491	Q74QU7
-1	O15119	Q8D1C1
-1	Q99623	Q7CJM0
-1	K7EK91	Q8CKR1
-1	Q9UMN6	Q7CGH1
-1	P01008	A0A0H2W282
-1	O60542	A0A151PNM4
-1	Q9NR22	Q7CHF6
-1	O14745	Q7CL89
-1	P20585	Q8ZEL7
-1	O95969	E7E5A8
-1	Q96KQ7	A0A154RLP3
-1	Q9UPG8	A1Z205
-1	Q9BYV6	A0A154M8F2
-1	P28329	A0A154M3C7
-1	Q5T0N5	Q7CHP0
-1	Q5H9I0	Q0WDA2
-1	P60880	Q8CLS6
-1	Q5TA76	Q0WJU7
-1	Q9Y2K5	Q0WDJ7
-1	O60238	A0A154SI15
-1	Q9UHA3	A0A151PPD3
-1	Q96C98	Q7CL84
-1	Q8N490	Q7CJE5
-1	Q9UKZ9	E7E593
-1	Q9Y2K5	Q8ZDY2
-1	Q6N089	Q0WKE8
-1	P12235	A0A0H2W530
-1	Q5W0Z9	Q8CZR4
-1	P39086	A0A154LUL1
-1	Q9GZQ6	Q7CGA4
-1	Q96QE3	A0A151PLR6
-1	Q567R6	A0A0H2W9X2
-1	Q06413	Q0WFU1
-1	Q96SZ4	Q0WCF5
-1	Q969W1	Q7CKK2
-1	Q9UBN1	A0A151CJR4
-1	Q92953	O34282
-1	O00219	Q7CIE9
-1	Q9NZQ3	Q7CKE6
-1	Q9Y6C2	Q7CJA1
-1	P12980	Q0WEP8
-1	P25325	A0A0H2W585
-1	P61513	A0A0H2W3J5
-1	O95365	A0A0H2W5S9
-1	O43707	A0A0H2W3K9
-1	Q9Y239	Q56987
-1	A8K0Y0	Q7CHI5
-1	Q8IZQ8	Q9RPN8
-1	P30556	Q7CFR5
-1	P15586	Q0WKE7
-1	Q49MG5	A0A0H2W1L9
-1	Q59GZ0	A0A154MXE4
-1	Q8IWY9	Q0WFL2
-1	Q6NSL8	Q0WD98
-1	Q9HCJ1	A0A154RZS0
-1	A0PJX2	A0A151PK54
-1	Q9BYD1	Q9L365
-1	Q07890	Q8CKJ1
-1	Q96K49	A0A0H2W250
-1	Q7Z6J8	A0A154T5G3
-1	Q9ULB4	A0A0H2W8R5
-1	Q96RN5	Q8CKX1
-1	O14545	Q8ZIF1
-1	Q16674	A0A0H2W4J7
-1	O75161	Q0WJ91
-1	P35462	A0A151PPB6
-1	P54368	Q7CH25
-1	Q86VL0	A0A0H2W6B7
-1	Q86XZ4	A0A151PNV5
-1	Q9HBT8	Q8D075
-1	Q08AH1	Q8ZBJ8
-1	Q9NYT0	A0A151PQ54
-1	O95793	A0A154RL93
-1	Q9Y2G7	Q8ZIQ2
-1	Q9NY27	Q7CHR7
-1	Q86UD4	Q0WCC1
-1	Q9H4A9	P0C7U7
-1	Q86V81	Q8ZA85
-1	P35916	A0A0H2W294
-1	O75417	Q7CIZ8
-1	Q9P1U0	Q7CIL6
-1	Q9HBV1	Q7CIS1
-1	Q13508	Q7CLD5
-1	Q9GZU8	Q0WB80
-1	Q8IYM1	A0A0H2W0E3
-1	Q9Y644	Q8ZCC0
-1	Q96N22	Q0WI76
-1	P52926	Q7CKJ8
-1	Q6FHN3	Q7CH97
-1	P04053	Q8D072
-1	Q8WYD4	Q0WFQ1
-1	Q969F8	Q9ZC78
-1	Q7L4P6	Q0WKD5
-1	P17787	Q7CHN1
-1	Q96E66	Q7CIN3
-1	P11487	A0A0H2W4C7
-1	Q86UQ8	A0A154T1I2
-1	Q6UWX4	Q7CIM4
-1	P54829	O68743
-1	Q12866	A0A154T0N1
-1	Q6ZRV2	A0A154M5A2
-1	Q8N9A8	A0A0H2W5V5
-1	Q8NHA5	Q8ZCG0
-1	Q03113	A0A154M7G6
-1	P56559	Q7CGD9
-1	Q02446	A0A154LQT1
-1	P0CV99	Q7CGP2
-1	Q6PK50	A0A0H2W8K9
-1	Q15063	A0A154SM61
-1	Q96SM3	Q7CJU6
-1	Q9Y375	Q7CKS2
-1	Q8N6Q3	Q8CKD2
-1	P56937	Q7CIV1
-1	Q9GZN8	Q8ZEU5
-1	Q9H2U1	A0A154LUR8
-1	Q9C0C6	A0A154LQC0
-1	P63215	Q8CZR2
-1	Q9H614	Q7CI19
-1	Q9BW71	Q7CKL8
-1	Q9H0M4	Q0WCK7
-1	B3KSH1	Q7CK64
-1	Q8N7X4	Q65AG3
-1	P10589	Q8D0B9
-1	P12830	Q0WC97
-1	Q7Z2D7	A0A151CTX1
-1	Q10571	Q7CKM8
-1	P55283	A0A154SYX0
-1	Q7Z3N9	Q0WFK1
-1	P22492	Q0WH91
-1	Q7RU07	Q8CLH2
-1	O60909	A0A154T4H4
-1	Q9BZM6	A0A0H2W5X4
-1	Q9NPJ4	Q0WCS7
-1	Q96AY3	Q0WKR6
-1	Q9HDC5	E3UZK8
-1	Q9Y509	A0A0K1H0T1
-1	Q9C0B6	Q7CIF5
-1	Q16718	Q74W92
-1	P34972	Q74V87
-1	Q52LA3	Q8CLE3
-1	Q9BRR0	A0A0H2W2H9
-1	Q9ULG6	E3UZM8
-1	P16455	A0A151DEX8
-1	P48551	Q9RI16
-1	Q8NCC5	Q938P9
-1	Q9HCZ1	A0A024B7C5
-1	Q68DZ5	Q9RIC0
-1	Q5T8A0	A0A154SYB0
-1	Q9BZM3	Q0WAN9
-1	Q9Y2M0	A0A0H2W558
-1	O94973	Q7BTU4
-1	Q9BT22	Q7CK95
-1	Q8TBI1	Q7CIA2
-1	P35590	Q74V47
-1	P05452	A0A0H2W777
-1	Q96HD1	Q0WHI4
-1	Q9BXJ4	Q8D0N0
-1	A8K571	A0A151PJT4
-1	Q7Z6E9	Q8CZZ4
-1	Q96IQ9	A0A0H2W5S9
-1	O15533	Q7CGD9
-1	Q96CA5	Q8D1F5
-1	Q9HCU0	A0A0H2W2N3
-1	Q9GZN7	Q74T79
-1	Q99697	Q7CH55
-1	P17098	Q8CZI4
-1	Q9UBL0	P26948
-1	Q9NYY1	Q7CGU7
-1	P58401	Q7CGT2
-1	Q9UHK0	A0A0H2W5E7
-1	O95848	Q0WH53
-1	Q6AZZ1	Q8D155
-1	Q96BZ4	A0A0H2W4F2
-1	O14646	A0A154T5U8
-1	Q8N9T8	A0A151PMA4
-1	Q2VIR3	Q0WIS5
-1	Q86UX6	Q74UD8
-1	P0CW18	Q0W9Q9
-1	P01210	A0A151PJU4
